work_id,Hon'ble Members of Parliament,State,action_type,assigned_to,priority_score,data_confidence,fraud_reason,queue_type
WS/MP812/2024-2025/135409,Vijay Kumar Dubey,Uttar Pradesh,Inspect,District Authority,24.7,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141672,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141669,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141670,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155420,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155392,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155394,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18043/2024-2025/140454,MANOJ KUMAR,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18188/2024-2025/155202,KONDA VISHWESHWAR REDDY,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155326,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155325,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155396,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155460,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP641/2024-2025/133905,Gajendra Singh Patel,Madhya Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141671,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141673,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141674,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP552/2024-2025/138179,Radha Mohan Singh,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18253/2024-2025/141458,BAPI HALDAR,West Bengal,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144991,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/144926,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18188/2025-2026/151473,KONDA VISHWESHWAR REDDY,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18188/2025-2026/155206,KONDA VISHWESHWAR REDDY,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18188/2024-2025/155207,KONDA VISHWESHWAR REDDY,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133692,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155399,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155398,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18152/2024-2025/133697,SARABJEET SINGH KHALSA,Punjab,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155395,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155320,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155318,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155323,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155324,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155322,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155321,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18213/2024-2025/155393,DEVESH SHAKYA,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150962,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150963,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150964,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150961,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141667,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141666,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18338/2024-2025/153024,CHAMALA KIRAN KUMAR REDDY,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/145054,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP386/2024-2025/145055,Shri Hanuman Beniwal,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150968,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150969,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150973,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150972,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150971,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150970,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150974,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150975,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150976,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150977,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/147237,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/148991,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18172/2024-2025/149108,MANNA LAL RAWAT,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18172/2024-2025/149133,MANNA LAL RAWAT,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18238/2024-2025/145007,RAMASHANKAR RAJBHAR,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/145015,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP761/2024-2025/144987,Arvind Dharmapuri,Telangana,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150981,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150979,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150980,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150978,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP549/2024-2025/141665,Giridhari Yadav,Bihar,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP582/2024-2025/141923,Prabhubhai Nagarbhai Vasava,Gujarat,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150967,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150966,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP797/2024-2025/150965,Mukesh Rajput,Uttar Pradesh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18313/2024-2025/147437,RAJ KUMAR ROAT,Rajasthan,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/152909,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP453/2024-2025/152905,Saptagiri Sankar Ulaka,Odisha,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
WS/MP18335/2024-2025/150808,RADHE SHYAM RATHIYA,Chhattisgarh,Inspect,District Authority,24.6,67,Marked completed but no photo evidence uploaded; No payment record yet — vendor pattern unverified,reactive
